Relation: Name,Academic year,Academic period,Number,Total duration,Time unit,Relation: Relation type,Relation: Direction,Relation: Status,Relation: Subject area,Relation: Level,Relation: Degree programme,Relation: Relation ID,Remaining seats,Relation: External institutions
Exchange Student Master-Université de Bordeaux-Universidad de los Andes-Outgoing,2023,First Semester 2023,1,"1,00",Academic period,Stay opportunity,Outgoing,Silent,,Postgraduate / Master,"Master in Analytical Intelligence for Decision Making|| Master in Anthropology|| Master in Applied Economics|| Master in Architecture|| Master in Architectures of Information Technology|| Master in Biomedical Engineering|| Master in Business Information Technology|| Master in Chemical Engineering|| Master in Chemistry|| Master in Civil Engineering|| Master in Clinical and Health Psychology|| Master in Computational Biology|| Master in Computing and Systems Engineering|| Master in Cultural Studies|| Master in Design|| Master in Economics|| Master in Education|| Master in Electrical Engineering|| Master in Electronic and Computer Engineering|| Master in Environmental Engineering|| Master in Gender|| Master in Geography|| Master in History|| Master in Industrial Engineering|| Master in Information Security|| Master in Intellectual Property|| Master in Interdisciplinary Studies on Development|| Master in International Law|| Master in International Studies|| Master in Journalism|| Master in Law|| Master in Law, Government and Justice Management|| Master in Literature|| Master in Mathematics|| Master in Mathematics Education|| Master in Mechanical Engineering|| Master in Petroleum Engineering|| Master in Philosophy|| Master in Physics|| Master in Political Science|| Master in Private Law|| Master in Processes and Products Design|| Master in Psychology|| Master in Public Health|| Master in Public Law for administrative management|| Master in Public Policy|| Master in Software Engineering|| Master in Taxatation|| Master in Teaching of Foreign Languages|| Master in Urban and Regional Planning|| Biological Sciences Msc|| Master in Digital Humanities|| Master in Peace Building|| Master in Public Management|| Master in Regulation|| Master in Art History|| Master in Fine Arts|| Master in Movable Cultural Heritage|| Master in Music|| Master in Information Engineering|| Master in Biological Sciences|| Master in Strategic Management of Architecture Projects|| Master in Classical Studies|| Master in Sociology|| Master in Sustainability Studies|| Master in Data Analytics Intelligence|| Master in Strategic Management",3444,1,Université de Bordeaux
Exchange Student Master-Universität Mannheim-Department of Systems Engineering and Computer Sciences-Outgoing,2023,First Semester 2023,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Postgraduate / Master,Master in Architectures of Information Technology|| Master in Business Information Technology|| Master in Computational Biology|| Master in Computing and Systems Engineering|| Master in Information Security|| Master in Software Engineering|| Master in Information Engineering,3770,1,Universität Mannheim
Exchange Student Master-Université de Neuchâtel-Universidad de los Andes-Outgoing,2023,First Semester 2023,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Postgraduate / Master,Master in Applied Economics|| Master in Computing and Systems Engineering|| Master in Economics|| Master in Finance|| Master in Journalism|| Master in Literature|| Master in Mathematics|| Master in Teaching of Foreign Languages|| Biological Sciences Msc|| International master in Finance|| Master in Biological Sciences,2654,1,Université de Neuchâtel
Exchange Student Master-Université Paris 8-Universidad de los Andes-Outgoing,2023,First Semester 2023,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Postgraduate / Master,"Master in Anthropology|| Master in Architecture|| Master in Architectures of Information Technology|| Master in Chemistry|| Master in Cultural Studies|| Master in Design|| Master in Economics|| Master in Education|| Master in Gender|| Master in Geography|| Master in History|| Master in International Law|| Master in International Studies|| Master in Journalism|| Master in Law|| Master in Law, Government and Justice Management|| Master in Literature|| Master in Mathematics|| Master in Mathematics Education|| Master in Philosophy|| Master in Physics|| Master in Political Science|| Master in Private Law|| Master in Processes and Products Design|| Master in Psychology|| Master in Public Health|| Master in Public Policy|| Master in Taxatation|| Master in Teaching of Foreign Languages|| Master in Urban and Regional Planning|| Master in Digital Humanities|| Master in Peace Building|| Master in Regulation|| Master in Art History|| Master in Fine Arts|| Master in Movable Cultural Heritage|| Master in Music|| Master in Epidemiology|| Master in Biological Sciences|| Master in Strategic Management of Architecture Projects|| Master in Classical Studies|| Master in Sociology",4485,1,Université Paris 8 Vincennes - Saint-Denis
Exchange Student Master-Université de Strasbourg-School of Management-Outgoing,1967,,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Postgraduate / Master,Executive MBA|| Full - Time MBA|| Master in Development Management and Practice|| Master in Environmental Management|| Master in Finance|| Master in Marketing|| Master in Research in Management|| Part - Time MBA|| Master in Supply Chain Management|| International master in Finance,5215,1,"Université de Strasbourg, Université de Strasbourg - EM Strasbourg Business School, Université de Strasbourg - IEP Scienes Po Strasbourg"
Exchange Student Master-Université de Strasbourg-School of Management-Incoming,1967,,1,"1,00",Academic period,Stay opportunity,Incoming,Active,,Postgraduate / Master,Full - Time MBA|| Master in Development Management and Practice|| Master in Environmental Management|| Master in Finance|| Master in Marketing|| Master in Research in Management|| Part - Time MBA|| Master in Supply Chain Management|| International master in Finance|| Master in Technology Innovation Management,5216,1,"Université de Strasbourg, Université de Strasbourg - EM Strasbourg Business School, Université de Strasbourg - IEP Scienes Po Strasbourg"
Exchange Student Master-Université de Lausanne-School of Management-Outgoing,1967,,1,"1,00",Academic period,Stay opportunity,Outgoing,Silent,,Postgraduate / Master,Executive MBA|| Full - Time MBA|| Master in Development Management and Practice|| Master in Environmental Management|| Master in Finance|| Master in Marketing|| Master in Research in Management|| Part - Time MBA|| Master in Supply Chain Management|| International master in Finance,5219,1,Université de Lausanne
Exchange Student Master-Université de Lausanne-School of Management-Incoming,1967,,1,"1,00",Academic period,Stay opportunity,Incoming,Active,,Postgraduate / Master,Full - Time MBA|| Master in Development Management and Practice|| Master in Environmental Management|| Master in Finance|| Master in Marketing|| Master in Research in Management|| Part - Time MBA|| Master in Supply Chain Management|| International master in Finance,5220,1,Université de Lausanne
Exchange Student Master-Associação Escola da Cidade-School of Architechture and Design-Outgoing,1967,,2,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Postgraduate / Master,Master in Architecture|| Master in Design|| Master in Technology Innovation Management|| Master in Strategic Management of Architecture Projects,5221,2,Associação Escola da Cidade
Exchange Student Master-Associação Escola da Cidade-School of Architechture and Design-Incoming,1967,,2,"1,00",Academic period,Stay opportunity,Incoming,Active,,Postgraduate / Master,Master in Architecture|| Master in Design|| Master in Technology Innovation Management|| Master in Strategic Management of Architecture Projects,5222,2,Associação Escola da Cidade
Exchange Student Master-École de Technologie Supérieure (ETS)-Universidad de los Andes-Outgoing,1967,,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Postgraduate / Master,Master in Analytical Intelligence for Decision Making|| Master in Architectures of Information Technology|| Master in Biomedical Engineering|| Master in Business Information Technology|| Master in Chemical Engineering|| Master in Civil Engineering|| Master in Computational Biology|| Master in Computing and Systems Engineering|| Master in Electrical Engineering|| Master in Electronic and Computer Engineering|| Master in Environmental Engineering|| Master in Industrial Engineering|| Master in Information Security|| Master in Mechanical Engineering|| Master in Petroleum Engineering|| Master in Processes and Products Design|| Master in Software Engineering|| Master in Technology Innovation Management|| Master in Information Engineering,3701,1,École de Technologie Supérieure (ETS)
Exchange Student Master-Umea Academy of Fine Arts-Department of Art-Outgoing,1967,First Semester 1967,0,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Postgraduate / Master,Master in Art History|| Master in Fine Arts,5224,0,"Umeå universitet, Umeå universitet - Umeå Academy of Fine Arts"
Exchange Student Master-Institut National des Sciences Appliquées-Campus Rennes-School of Engineering-Incoming,1967,,1,"1,00",Academic period,Stay opportunity,Incoming,Active,,Postgraduate / Master,Mechanical Engineering Bsc|| Master in Analytical Intelligence for Decision Making|| Master in Architectures of Information Technology|| Master in Biomedical Engineering|| Master in Business Information Technology|| Master in Chemical Engineering|| Master in Civil Engineering|| Master in Computing and Systems Engineering|| Master in Electrical Engineering|| Master in Electronic and Computer Engineering|| Master in Environmental Engineering|| Master in Industrial Engineering|| Master in Information Security|| Master in Mechanical Engineering|| Master in Petroleum Engineering|| Master in Processes and Products Design|| Master in Software Engineering|| Master in Information Engineering,5227,1,Institut National des Sciences Appliquees de Rennes
Exchange Student Master-Institut National des Sciences Appliquées-Campus Rennes-School of Engineering-Outgoing,1967,,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Postgraduate / Master,Master in Chemistry|| Master in Mechanical Engineering,5228,1,Institut National des Sciences Appliquees de Rennes
Exchange Student Master-Universidade Federal Fluminense-Universidad de los Andes-Incoming,1967,,1,"1,00",Academic period,Stay opportunity,Incoming,Active,,Postgraduate / Master,"Master in Analytical Intelligence for Decision Making|| Master in Anthropology|| Master in Applied Economics|| Master in Architecture|| Master in Architectures of Information Technology|| Master in Biomedical Engineering|| Master in Business Information Technology|| Master in Chemical Engineering|| Master in Chemistry|| Master in Civil Engineering|| Master in Clinical and Health Psychology|| Master in Computational Biology|| Master in Computing and Systems Engineering|| Master in Cultural Studies|| Master in Design|| Master in Economics|| Master in Education|| Master in Electrical Engineering|| Master in Electronic and Computer Engineering|| Master in Environmental Engineering|| Master in Finance|| Master in Gender|| Master in Geography|| Master in History|| Master in Industrial Engineering|| Master in Information Security|| Master in Intellectual Property|| Master in Interdisciplinary Studies on Development|| Master in International Law|| Master in International Studies|| Master in Journalism|| Master in Law|| Master in Law, Government and Justice Management|| Master in Literature|| Master in Mathematics|| Master in Mathematics Education|| Master in Mechanical Engineering|| Master in Petroleum Engineering|| Master in Philosophy|| Master in Physics|| Master in Political Science|| Master in Private Law|| Master in Processes and Products Design|| Master in Psychology|| Master in Public Health|| Master in Public Law for administrative management|| Master in Public Policy|| Master in Software Engineering|| Master in Teaching of Foreign Languages|| Master in Urban and Regional Planning|| Biological Sciences Msc|| Master in Digital Humanities|| Master in Peace Building|| Master in Public Management|| Master in Regulation|| Master in Art History|| Master in Fine Arts|| Master in Movable Cultural Heritage|| Master in Music|| Master in Technology Innovation Management|| Master in Epidemiology|| Master in Information Engineering|| Master in Biological Sciences|| Master in Strategic Management of Architecture Projects|| Master in Classical Studies|| Master in Sociology",2734,1,Universidade Federal Fluminense (UFF)
Exchange Student Undergraduate-Universidade Federal Fluminense-Universidad de los Andes-Outgoing,1967,,1,"1,00",Academic period,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Chemistry Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Design Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Literature Bsc|| Industrial Engineering Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Mechanical Engineering Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Administration Bsc|| International Accounting Bsc|| Systems and Computing Engineering Bsc|| Digital Narrative Bsc|| Food Engineering|| Education Bsc / Spanish and Philology|| Education Bsc / Philosophy|| Global Studies Bsc,674,1,Universidade Federal Fluminense (UFF)
Exchange Student Undergraduate-Universidade Federal Fluminense-Universidad de los Andes-Incoming,1967,,1,"1,00",Academic period,Stay opportunity,Incoming,Active,,Undergraduate / Bachelor,Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Chemistry Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Design Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Literature Bsc|| Industrial Engineering Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Mechanical Engineering Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Administration Bsc|| Systems and Computing Engineering Bsc|| Digital Narrative Bsc|| Food Engineering|| Education Bsc / Spanish and Philology|| Education Bsc / Philosophy|| Global Studies Bsc,673,1,Universidade Federal Fluminense (UFF)
Exchange Student Master-Université de Neuchâtel-Universidad de los Andes-Incoming,1967,,1,"1,00",Academic period,Stay opportunity,Incoming,Active,,Postgraduate / Master,"Master in Analytical Intelligence for Decision Making|| Master in Anthropology|| Master in Applied Economics|| Master in Architecture|| Master in Architectures of Information Technology|| Master in Biomedical Engineering|| Master in Business Information Technology|| Master in Chemical Engineering|| Master in Chemistry|| Master in Civil Engineering|| Master in Clinical and Health Psychology|| Master in Computational Biology|| Master in Computing and Systems Engineering|| Master in Cultural Studies|| Master in Design|| Master in Economics|| Master in Education|| Master in Electrical Engineering|| Master in Electronic and Computer Engineering|| Master in Environmental Engineering|| Master in Gender|| Master in Geography|| Master in History|| Master in Industrial Engineering|| Master in Information Security|| Master in Intellectual Property|| Master in Interdisciplinary Studies on Development|| Master in International Law|| Master in International Studies|| Master in Journalism|| Master in Law|| Master in Law, Government and Justice Management|| Master in Literature|| Master in Mathematics|| Master in Mathematics Education|| Master in Mechanical Engineering|| Master in Petroleum Engineering|| Master in Philosophy|| Master in Physics|| Master in Political Science|| Master in Private Law|| Master in Processes and Products Design|| Master in Psychology|| Master in Public Health|| Master in Public Law for administrative management|| Master in Public Policy|| Master in Software Engineering|| Master in Taxatation|| Master in Teaching of Foreign Languages|| Master in Urban and Regional Planning|| Biological Sciences Msc|| Master in Digital Humanities|| Master in Peace Building|| Master in Public Management|| Master in Regulation|| Master in Art History|| Master in Fine Arts|| Master in Movable Cultural Heritage|| Master in Music|| International master in Finance|| Master in Technology Innovation Management|| Master in Epidemiology|| Master in Information Engineering|| Master in Biological Sciences|| Master in Strategic Management of Architecture Projects|| Master in Classical Studies|| Master in Sociology",2644,1,Université de Neuchâtel
Exchange Student Master-Université de Neuchâtel-Universidad de los Andes-Outgoing,1967,,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Postgraduate / Master,Master in Applied Economics|| Master in Computing and Systems Engineering|| Master in Economics|| Master in Finance|| Master in Journalism|| Master in Literature|| Master in Mathematics|| Master in Teaching of Foreign Languages|| Biological Sciences Msc|| International master in Finance|| Master in Biological Sciences,2654,1,Université de Neuchâtel
Exchange Student Master-Universidade Presbiteriana Mackenzie-Universidad de los Andes-Outgoing,1967,,2,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Postgraduate / Master,"Master in Analytical Intelligence for Decision Making|| Master in Anthropology|| Master in Applied Economics|| Master in Architecture|| Master in Architectures of Information Technology|| Master in Biomedical Engineering|| Master in Business Information Technology|| Master in Chemical Engineering|| Master in Chemistry|| Master in Civil Engineering|| Master in Clinical and Health Psychology|| Master in Computational Biology|| Master in Computing and Systems Engineering|| Master in Cultural Studies|| Master in Design|| Master in Economics|| Master in Education|| Master in Electrical Engineering|| Master in Electronic and Computer Engineering|| Master in Environmental Engineering|| Master in Gender|| Master in Geography|| Master in History|| Master in Industrial Engineering|| Master in Information Security|| Master in Intellectual Property|| Master in Interdisciplinary Studies on Development|| Master in International Law|| Master in International Studies|| Master in Journalism|| Master in Law|| Master in Law, Government and Justice Management|| Master in Literature|| Master in Mathematics|| Master in Mathematics Education|| Master in Mechanical Engineering|| Master in Petroleum Engineering|| Master in Philosophy|| Master in Physics|| Master in Political Science|| Master in Private Law|| Master in Processes and Products Design|| Master in Psychology|| Master in Public Health|| Master in Public Law for administrative management|| Master in Public Policy|| Master in Software Engineering|| Master in Taxatation|| Master in Teaching of Foreign Languages|| Master in Urban and Regional Planning|| Biological Sciences Msc|| Master in Digital Humanities|| Master in Peace Building|| Master in Public Management|| Master in Regulation|| Master in Art History|| Master in Fine Arts|| Master in Movable Cultural Heritage|| Master in Music|| Master in Epidemiology|| Master in Information Engineering|| Master in Biological Sciences|| Master in Strategic Management of Architecture Projects|| Master in Classical Studies|| Master in Sociology",5237,2,Universidade Presbiteriana Mackenzie (MACKENZIE)
Exchange Student Master-Universidade Presbiteriana Mackenzie-Universidad de los Andes-Incoming,1967,,1,"1,00",Academic period,Stay opportunity,Incoming,Silent,,Postgraduate / Master,"Master in Analytical Intelligence for Decision Making|| Master in Anthropology|| Master in Applied Economics|| Master in Architecture|| Master in Architectures of Information Technology|| Master in Biomedical Engineering|| Master in Business Information Technology|| Master in Chemical Engineering|| Master in Chemistry|| Master in Civil Engineering|| Master in Clinical and Health Psychology|| Master in Computational Biology|| Master in Computing and Systems Engineering|| Master in Cultural Studies|| Master in Design|| Master in Development Management and Practice|| Master in Economics|| Master in Education|| Master in Electrical Engineering|| Master in Electronic and Computer Engineering|| Master in Environmental Engineering|| Master in Gender|| Master in Geography|| Master in History|| Master in Industrial Engineering|| Master in Information Security|| Master in Intellectual Property|| Master in Interdisciplinary Studies on Development|| Master in International Law|| Master in International Studies|| Master in Journalism|| Master in Law|| Master in Law, Government and Justice Management|| Master in Literature|| Master in Mathematics|| Master in Mathematics Education|| Master in Mechanical Engineering|| Master in Petroleum Engineering|| Master in Philosophy|| Master in Physics|| Master in Political Science|| Master in Private Law|| Master in Processes and Products Design|| Master in Psychology|| Master in Public Health|| Master in Public Law for administrative management|| Master in Public Policy|| Master in Software Engineering|| Master in Taxatation|| Master in Teaching of Foreign Languages|| Master in Urban and Regional Planning|| Biological Sciences Msc|| Master in Digital Humanities|| Master in Peace Building|| Master in Public Management|| Master in Regulation|| Master in Art History|| Master in Fine Arts|| Master in Movable Cultural Heritage|| Master in Music|| Master in Epidemiology|| Master in Information Engineering|| Master in Biological Sciences|| Master in Strategic Management of Architecture Projects|| Master in Classical Studies|| Master in Sociology",5238,1,Universidade Presbiteriana Mackenzie (MACKENZIE)
Exchange Student Undergraduate-Universidad Nacional Autónoma de México-Deparment of Architechture-Outgoing,1967,,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Architecture Bsc,3025,1,Universidad Nacional Autónoma de México
Exchange Master Student-Universidad Nacional Autónoma de México-Deparment of Architecture-Incoming,1967,,1,"1,00",Academic period,Stay opportunity,Incoming,Silent,,Postgraduate / Master,Master in Architecture,3392,1,Universidad Nacional Autónoma de México
Exchange Master Student-Universidad Nacional Autónoma de México-Deparment of Design-Outgoing,1967,,1,"1,00",Academic period,Stay opportunity,Outgoing,Silent,,Postgraduate / Master,Master in Design,3393,1,Universidad Nacional Autónoma de México
Exchange Master Student-Universidad Nacional Autónoma de México-Deparment of Design-Incoming,1967,,1,"1,00",Academic period,Stay opportunity,Incoming,Silent,,Postgraduate / Master,Master in Design,5232,1,Universidad Nacional Autónoma de México
Exchange Master Student-Universidad Nacional Autónoma de México-Deparment of Architecture-Outgoing,1967,,1,"1,00",Academic period,Stay opportunity,Outgoing,Silent,,Postgraduate / Master,Master in Design,5249,1,Universidad Nacional Autónoma de México
Triada-Research Internship-Pontificia Universidad Católica de Chile-School of Engineering-Outgoing,2022,Second Semester 2022,2,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Industrial Engineering Bsc|| Mechanical Engineering Bsc|| Systems and Computing Engineering Bsc|| Food Engineering,4876,0,Pontificia Universidad Católica de Chile
Exchange Student Master-Université de Lausanne-School of Management-Outgoing,2023,First Semester 2023,1,"1,00",Academic period,Stay opportunity,Outgoing,Silent,,Postgraduate / Master,Executive MBA|| Full - Time MBA|| Master in Development Management and Practice|| Master in Environmental Management|| Master in Finance|| Master in Marketing|| Master in Research in Management|| Part - Time MBA|| Master in Supply Chain Management|| International master in Finance,5219,1,Université de Lausanne
Exchange Student Master-Université de Strasbourg-School of Management-Outgoing,2023,First Semester 2023,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Postgraduate / Master,Executive MBA|| Full - Time MBA|| Master in Development Management and Practice|| Master in Environmental Management|| Master in Finance|| Master in Marketing|| Master in Research in Management|| Part - Time MBA|| Master in Supply Chain Management|| International master in Finance,5215,1,"Université de Strasbourg, Université de Strasbourg - EM Strasbourg Business School, Université de Strasbourg - IEP Scienes Po Strasbourg"
Exchange Student Master-Université Libre de Bruxelles-Department of Architecture-Outgoing,2023,First Semester 2023,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Postgraduate / Master,Master in Architecture|| Master in Strategic Management of Architecture Projects,2712,1,Université Libre de Bruxelles
Exchange Student Master-Associação Escola da Cidade-School of Architechture and Design-Outgoing,2023,First Semester 2023,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Postgraduate / Master,Master in Architecture|| Master in Design|| Master in Technology Innovation Management|| Master in Strategic Management of Architecture Projects,5221,0,Associação Escola da Cidade
Exchange Student Master-Justus Liebig Universität Giessen-Universidad de los Andes-Outgoing,2023,First Semester 2023,2,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Postgraduate / Master,"Master in Anthropology|| Master in Applied Economics|| Master in Architecture|| Master in Chemistry|| Master in Clinical and Health Psychology|| Master in Cultural Studies|| Master in Design|| Master in Economics|| Master in Education|| Master in Gender|| Master in Geography|| Master in History|| Master in Intellectual Property|| Master in Interdisciplinary Studies on Development|| Master in International Law|| Master in International Studies|| Master in Journalism|| Master in Law|| Master in Law, Government and Justice Management|| Master in Literature|| Master in Mathematics|| Master in Mathematics Education|| Master in Philosophy|| Master in Physics|| Master in Political Science|| Master in Private Law|| Master in Psychology|| Master in Public Law for administrative management|| Master in Public Policy|| Master in Teaching of Foreign Languages|| Master in Urban and Regional Planning|| Biological Sciences Msc|| Master in Digital Humanities|| Master in Peace Building|| Master in Public Management|| Master in Regulation|| Master in Art History|| Master in Fine Arts|| Master in Movable Cultural Heritage|| Master in Music|| Master in Biological Sciences|| Master in Classical Studies|| Master in Sociology",3846,2,Justus-Liebig-Universität Giessen
Exchange Student Master-Ecole Centrale Nantes-School of Engineering-Outgoing,2023,First Semester 2023,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Postgraduate / Master,Master in Analytical Intelligence for Decision Making|| Master in Architectures of Information Technology|| Master in Biomedical Engineering|| Master in Business Information Technology|| Master in Chemical Engineering|| Master in Civil Engineering|| Master in Computational Biology|| Master in Computing and Systems Engineering|| Master in Electrical Engineering|| Master in Electronic and Computer Engineering|| Master in Environmental Engineering|| Master in Industrial Engineering|| Master in Information Security|| Master in Mechanical Engineering|| Master in Petroleum Engineering|| Master in Processes and Products Design|| Master in Software Engineering|| Master in Technology Innovation Management|| Master in Information Engineering,4691,1,Ecole Centrale Nantes
Exchange Student Master-Centro de Investigación y Docencia Económicas CIDE-Universidad de los Andes-Outgoing,2023,First Semester 2023,2,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Postgraduate / Master,"Master in Applied Economics|| Master in Economics|| Master in History|| Master in International Law|| Master in International Studies|| Master in Law|| Master in Law, Government and Justice Management|| Master in Political Science|| Master in Private Law|| Master in Public Law for administrative management|| Master in Public Policy",2596,2,Centro de Investigación y Docencia Económicas
Exchange Student Master-Universidad de Monterrey-Universidad de los Andes-Outgoing,2023,First Semester 2023,4,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Postgraduate / Master,"Master in Anthropology|| Master in Applied Economics|| Master in Architecture|| Master in Chemistry|| Master in Clinical and Health Psychology|| Master in Cultural Studies|| Master in Design|| Master in Development Management and Practice|| Master in Economics|| Master in Education|| Master in Gender|| Master in Geography|| Master in History|| Master in Industrial Engineering|| Master in Interdisciplinary Studies on Development|| Master in International Law|| Master in International Studies|| Master in Journalism|| Master in Law|| Master in Law, Government and Justice Management|| Master in Literature|| Master in Mathematics|| Master in Mathematics Education|| Master in Philosophy|| Master in Physics|| Master in Political Science|| Master in Private Law|| Master in Psychology|| Master in Public Health|| Master in Public Policy|| Master in Taxatation|| Master in Teaching of Foreign Languages|| Master in Digital Humanities|| Master in Peace Building|| Master in Public Management|| Master in Regulation|| Master in Art History|| Master in Fine Arts|| Master in Movable Cultural Heritage|| Master in Music|| Master in Epidemiology|| Master in Biological Sciences|| Master in Classical Studies|| Master in Sociology",3704,4,Universidad de Monterrey
Exchange Student Master-Umea Academy of Fine Arts-Department of Art-Outgoing,2023,First Semester 2023,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Postgraduate / Master,Master in Art History|| Master in Fine Arts,5224,1,"Umeå universitet, Umeå universitet - Umeå Academy of Fine Arts"
Exchange Student Master-IMT Atlantique-School of Engineering-Outgoing,2023,First Semester 2023,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Postgraduate / Master,Master in Analytical Intelligence for Decision Making|| Master in Architectures of Information Technology|| Master in Biomedical Engineering|| Master in Business Information Technology|| Master in Chemical Engineering|| Master in Civil Engineering|| Master in Computational Biology|| Master in Computing and Systems Engineering|| Master in Electronic and Computer Engineering|| Master in Environmental Engineering|| Master in Industrial Engineering|| Master in Information Security|| Master in Mechanical Engineering|| Master in Processes and Products Design|| Master in Software Engineering|| Master in Technology Innovation Management|| Master in Information Engineering,5226,1,IMT Atlantique
Exchange Student Master-Institut National des Sciences Appliquées-Campus Rennes-School of Engineering-Outgoing,2023,First Semester 2023,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Postgraduate / Master,Master in Chemistry|| Master in Mechanical Engineering,5228,1,Institut National des Sciences Appliquees de Rennes
Exchange Student Master-University of Potsdam-Universidad de los Andes-Outgoing,2023,First Semester 2023,1,"1,00",Academic period,Stay opportunity,Outgoing,Active,,Postgraduate / Master,"Master in Analytical Intelligence for Decision Making|| Master in Anthropology|| Master in Applied Economics|| Master in Architecture|| Master in Architectures of Information Technology|| Master in Biomedical Engineering|| Master in Business Information Technology|| Master in Chemical Engineering|| Master in Chemistry|| Master in Civil Engineering|| Master in Clinical and Health Psychology|| Master in Computational Biology|| Master in Computing and Systems Engineering|| Master in Cultural Studies|| Master in Design|| Master in Economics|| Master in Education|| Master in Electrical Engineering|| Master in Electronic and Computer Engineering|| Master in Environmental Engineering|| Master in Gender|| Master in Geography|| Master in History|| Master in Industrial Engineering|| Master in Information Security|| Master in Intellectual Property|| Master in Interdisciplinary Studies on Development|| Master in International Law|| Master in International Studies|| Master in Journalism|| Master in Law|| Master in Law, Government and Justice Management|| Master in Literature|| Master in Mathematics|| Master in Mathematics Education|| Master in Mechanical Engineering|| Master in Petroleum Engineering|| Master in Philosophy|| Master in Physics|| Master in Political Science|| Master in Private Law|| Master in Processes and Products Design|| Master in Psychology|| Master in Public Law for administrative management|| Master in Public Policy|| Master in Software Engineering|| Master in Taxatation|| Master in Teaching of Foreign Languages|| Master in Urban and Regional Planning|| Biological Sciences Msc|| Master in Digital Humanities|| Master in Peace Building|| Master in Public Management|| Master in Regulation|| Master in Art History|| Master in Fine Arts|| Master in Movable Cultural Heritage|| Master in Music|| Master in Information Engineering|| Master in Biological Sciences|| Master in Strategic Management of Architecture Projects|| Master in Classical Studies|| Master in Sociology",3489,1,Universität Potsdam
Exchange Student-Universidad Nacional Autónoma de México-Deparment of Architecture-Incoming,1967,,1,"1,00",,Stay opportunity,Incoming,Silent,,Undergraduate / Bachelor,Architecture Bsc,3391,1,Universidad Nacional Autónoma de México
Exchange Student-Universidad Nacional Autónoma de México-Deparment of Design-Outgoing,1967,,1,"1,00",,Stay opportunity,Outgoing,Terminated,,Undergraduate / Bachelor,Design Bsc,3390,1,Universidad Nacional Autónoma de México
Exchange Student-Universidad Nacional Autónoma de México-Deparment of Design-Incoming,1967,,1,"1,00",,Stay opportunity,Incoming,Terminated,,Undergraduate / Bachelor,Design Bsc,5250,1,Universidad Nacional Autónoma de México
